Method,Dimension,Lambda,ARL,h,ARL_observed
ssMEWMA,5,0.6,500,18.832862975,499.8912
ssMEWMA,5,0.6,1000,20.46077154,999.5391
ssMEWMA,5,0.6,2000,22.045947585,1998.8114
ssMEWMA,5,0.7,100,14.87143969,99.9083
ssMEWMA,5,0.7,200,16.5981625,200.1465
ssMEWMA,5,0.7,500,18.854331105,499.9981
ssMEWMA,5,0.7,1000,20.477857625,999.4186
ssMEWMA,5,0.7,2000,22.08004151,1999.6697
ssMEWMA,5,0.8,100,14.90905584,100.0448
ssMEWMA,5,0.8,200,16.6476875,199.9943
ssMEWMA,5,0.8,500,18.854807195,500.2982
ssMEWMA,5,0.8,1000,20.474558915,999.1307
ssMEWMA,5,0.8,2000,22.08070961,1998.9609
ssMEWMA,5,0.9,100,14.92892494,99.9037
ssMEWMA,5,0.9,200,16.662475,200.0741
ssMEWMA,5,0.9,500,18.86358814,499.9542
ssMEWMA,5,0.9,1000,20.4655238375,999.762
ssMEWMA,5,0.9,2000,22.10068626,2000.157
ssMEWMA,5,0.95,100,14.93885949,99.9793
ssMEWMA,5,0.95,200,16.6503375,199.8118
ssMEWMA,5,0.95,500,18.863095795,500.0696
ssMEWMA,5,0.95,1000,20.4741898925,999.7881
ssMEWMA,5,0.95,2000,22.10481521,2001.7289728973
ssMEWMA,6,0.05,100,12.84028125,100.0704
ssMEWMA,6,0.05,200,14.953515625,200.0572
ssMEWMA,6,0.05,500,17.6930625,499.5466
ssMEWMA,6,0.05,1000,19.6670625,1000.2641
ssMEWMA,6,0.05,2000,21.57,1999.1927
ssMEWMA,6,0.1,100,14.224625,100.0127
ssMEWMA,6,0.1,200,16.3325,200.0798
ssMEWMA,6,0.1,500,18.9915,499.922
ssMEWMA,6,0.1,1000,20.89825,1000.7852
ssMEWMA,6,0.1,2000,22.698,1999.7787
ssMEWMA,6,0.2,100,15.41725,100.0272
ssMEWMA,6,0.2,200,17.48265625,200.0957
ssMEWMA,6,0.2,500,19.95075,500.2406
ssMEWMA,6,0.2,1000,21.774,1000.3488
ssMEWMA,6,0.2,2000,23.5390625,2001.3682
ssMEWMA,6,0.3,100,15.98873772,99.902
ssMEWMA,6,0.3,200,17.9475,200.0811
ssMEWMA,6,0.3,500,20.39633824,500.4997
ssMEWMA,6,0.3,1000,22.15624122,1000.6423
ssMEWMA,6,0.3,2000,23.81948262,2001.7781
ssMEWMA,6,0.4,100,16.27448158,100.0491
ssMEWMA,6,0.4,200,18.181875,199.8052
ssMEWMA,6,0.4,500,20.5996011,500.2231
ssMEWMA,6,0.4,1000,22.31079933,1000.4407
ssMEWMA,6,0.4,2000,23.95188018,1999.2363
ssMEWMA,6,0.5,100,16.41181839,99.9585
ssMEWMA,6,0.5,200,18.3196875,200.0919
ssMEWMA,6,0.5,500,20.703032165,500.3634
ssMEWMA,6,0.5,1000,22.3903883,1000.9322
ssMEWMA,6,0.5,2000,24.05213316,2001.3063
ssMEWMA,6,0.6,100,16.47575642,100.011
ssMEWMA,6,0.6,200,18.40359375,200.0497
ssMEWMA,6,0.6,500,20.74159191,500.1275
ssMEWMA,6,0.6,1000,22.44297189,999.9992
ssMEWMA,6,0.6,2000,24.08918787,2001.1728
ssMEWMA,6,0.7,100,16.50004569,100.0518
ssMEWMA,6,0.7,200,18.390625,200.0711
ssMEWMA,6,0.7,500,20.74067096,499.9134
ssMEWMA,6,0.7,1000,22.44511261,1000.9932
ssMEWMA,6,0.7,2000,24.09429433,2000.704770477
ssMEWMA,6,0.8,100,16.53826471,100.0055
ssMEWMA,6,0.8,200,18.4071875,200.1213
ssMEWMA,6,0.8,500,20.74334926,499.6601
ssMEWMA,6,0.8,1000,22.44015441,999.6615
ssMEWMA,6,0.8,2000,24.09719669,2000.5303530353
ssMEWMA,6,0.9,100,16.56612421,99.9502
ssMEWMA,6,0.9,200,18.4271875,200.0591
ssMEWMA,6,0.9,500,20.73101654,499.7868
ssMEWMA,6,0.9,1000,22.42986281,999.8445
ssMEWMA,6,0.9,2000,24.116226,2001.2656265627
ssMEWMA,6,0.95,100,16.56148372,99.9284
ssMEWMA,6,0.95,200,18.43546875,200.0581
ssMEWMA,6,0.95,500,20.74212132,500.3599
ssMEWMA,6,0.95,1000,22.42738371,1000.5571
ssMEWMA,6,0.95,2000,24.10009905,1998.9392939294
ssMEWMA,7,0.05,100,14.362375,100.0386
ssMEWMA,7,0.05,200,16.56671875,200.0356
ssMEWMA,7,0.05,500,19.3915,499.8486
ssMEWMA,7,0.05,1000,21.44,1000.4157
ssMEWMA,7,0.05,2000,23.41315625,2001.3661
ssMEWMA,7,0.1,100,15.809625,99.9428
ssMEWMA,7,0.1,200,18.02025,200.0083
ssMEWMA,7,0.1,500,20.747,500.0512
ssMEWMA,7,0.1,1000,22.6965,1000.0876
ssMEWMA,7,0.1,2000,24.589,2001.1208
ssMEWMA,7,0.2,100,17.0646875,99.9762
ssMEWMA,7,0.2,200,19.17196875,200.0555
ssMEWMA,7,0.2,500,21.756,499.6239
ssMEWMA,7,0.2,1000,23.64425,999.2799
ssMEWMA,7,0.2,2000,25.4745,1998.1249
ssMEWMA,7,0.3,100,17.61975537,99.9564
ssMEWMA,7,0.3,200,19.6609,200.0935
ssMEWMA,7,0.3,500,22.18357118,500.2514
ssMEWMA,7,0.3,1000,23.98389668,1000.7987
ssMEWMA,7,0.3,2000,25.77612668,2001.1244124412
ssMEWMA,7,0.4,100,17.90996617,100.039
ssMEWMA,7,0.4,200,19.9234,199.8234
ssMEWMA,7,0.4,500,22.35391676,499.7187
ssMEWMA,7,0.4,1000,24.13517752,999.6729
ssMEWMA,7,0.4,2000,25.93872127,2000.8771
ssMEWMA,7,0.5,100,18.07946954,100.0112
ssMEWMA,7,0.5,200,20.0351,200.1166
ssMEWMA,7,0.5,500,22.49999647,499.9792
ssMEWMA,7,0.5,1000,24.21759356,999.7107
ssMEWMA,7,0.5,2000,25.98827045,2001.811
ssMEWMA,7,0.6,100,18.1338995,99.9906
ssMEWMA,7,0.6,200,20.1373,200.1302
ssMEWMA,7,0.6,500,22.55263206,499.6267
ssMEWMA,7,0.6,1000,24.30647217,1000.0992
ssMEWMA,7,0.6,2000,25.96467572,1999.6524
ssMEWMA,7,0.7,100,18.20606855,100.0446
ssMEWMA,7,0.7,200,20.15,199.8855
ssMEWMA,7,0.7,500,22.56651103,500.0322
ssMEWMA,7,0.7,1000,24.31978212,999.4071
ssMEWMA,7,0.7,2000,25.99684332,2000.0978391357
ssMEWMA,7,0.8,100,18.26843978,99.9967
ssMEWMA,7,0.8,200,20.1539125,199.8882
ssMEWMA,7,0.8,500,22.55376632,500.2048
ssMEWMA,7,0.8,1000,24.28804956,1000.8298
ssMEWMA,7,0.8,2000,26.014342835,1998.0775155031
ssMEWMA,7,0.9,100,18.27618789,99.9407
ssMEWMA,7,0.9,200,20.1913375,199.8263
ssMEWMA,7,0.9,500,22.55130022,499.8669
ssMEWMA,7,0.9,1000,24.28390203,1000.2783
ssMEWMA,7,0.9,2000,25.9864714887,1998.9947
ssMEWMA,7,0.95,100,18.29565476,99.966
ssMEWMA,7,0.95,200,20.20141875,200.0997
ssMEWMA,7,0.95,500,22.54883412,499.5951
ssMEWMA,7,0.95,1000,24.27194199,1000.1303
ssMEWMA,7,0.95,2000,25.96152984,1998.436
ssMEWMA,8,0.05,100,15.82175,100.0475
ssMEWMA,8,0.05,200,18.10075,199.9528
ssMEWMA,8,0.05,500,21.028125,500.4959
ssMEWMA,8,0.05,1000,23.2255,999.5361
ssMEWMA,8,0.05,2000,25.23678125,2001.8100810081
ssMEWMA,8,0.1,100,17.29975,99.957
ssMEWMA,8,0.1,200,19.65796875,200.0182
ssMEWMA,8,0.1,500,22.465625,500.372
ssMEWMA,8,0.1,1000,24.50675,999.3651
ssMEWMA,8,0.1,2000,26.451625,2000.988
ssMEWMA,8,0.2,100,18.5473125,99.9311
ssMEWMA,8,0.2,200,20.77609375,200.0139
ssMEWMA,8,0.2,500,23.525,499.7166
ssMEWMA,8,0.2,1000,25.4785,1000.5785
ssMEWMA,8,0.2,2000,27.29496875,1999.375275055
ssMEWMA,8,0.3,100,19.13200543,100.0565
ssMEWMA,8,0.3,200,21.2628755,199.9709
ssMEWMA,8,0.3,500,23.94548366,499.6613
ssMEWMA,8,0.3,1000,25.811441325,1000.7797
ssMEWMA,8,0.3,2000,27.62818992,2000.6506
ssMEWMA,8,0.4,100,19.44315599,100.0254
ssMEWMA,8,0.4,200,21.4919505,199.8215
ssMEWMA,8,0.4,500,24.13915969,499.85
ssMEWMA,8,0.4,1000,25.94542119,999.8504
ssMEWMA,8,0.4,2000,27.73044738,1998.0489
ssMEWMA,8,0.5,100,19.62542304,99.9671
ssMEWMA,8,0.5,200,21.651382,199.9473
ssMEWMA,8,0.5,500,24.24968372,500.3901
ssMEWMA,8,0.5,1000,26.0362626,1000.17
ssMEWMA,8,0.5,2000,27.81674626,1998.6914691469
ssMEWMA,8,0.6,100,19.72827247,99.9684
ssMEWMA,8,0.6,200,21.73296725,199.9739
ssMEWMA,8,0.6,500,24.2741288,500.1167
ssMEWMA,8,0.6,1000,26.099526785,999.4563
ssMEWMA,8,0.6,2000,27.83259365,1999.5387
ssMEWMA,8,0.7,100,19.76342304,99.9741
ssMEWMA,8,0.7,200,21.76405,200.1189
ssMEWMA,8,0.7,500,24.32186993,499.6779
ssMEWMA,8,0.7,1000,26.08247937,1000.5655
ssMEWMA,8,0.7,2000,27.8590442275,1999.6731
ssMEWMA,8,0.8,100,19.78164463,99.9508
ssMEWMA,8,0.8,200,21.810702,200.007
ssMEWMA,8,0.8,500,24.32432684,499.8544
ssMEWMA,8,0.8,1000,26.10141615,1000.542
ssMEWMA,8,0.8,2000,27.854272615,1998.9166
ssMEWMA,8,0.9,100,19.78294292,99.9933
ssMEWMA,8,0.9,200,21.802778,200.1101
ssMEWMA,8,0.9,500,24.31969592,500.3997
ssMEWMA,8,0.9,1000,26.08744704,999.3589
ssMEWMA,8,0.9,2000,27.862140705,1998.7516
ssMEWMA,8,0.95,100,19.78033497,99.9336
ssMEWMA,8,0.95,200,21.81438525,199.9741
ssMEWMA,8,0.95,500,24.31506501,500.3451
ssMEWMA,8,0.95,1000,26.10472793,1000.6721
ssMEWMA,8,0.95,2000,27.8787978675,2000.1062
ssMEWMA,9,0.05,100,17.13940625,100.0617
ssMEWMA,9,0.05,200,19.5966875,199.9832
ssMEWMA,9,0.05,500,22.633875,500.2595
ssMEWMA,9,0.05,1000,24.839,1000.3954
ssMEWMA,9,0.05,2000,26.952,1999.7582
ssMEWMA,9,0.1,100,18.7278125,99.9815
ssMEWMA,9,0.1,200,21.1295,200.1686
ssMEWMA,9,0.1,500,24.117,499.9171
ssMEWMA,9,0.1,1000,26.201,1000.6354
ssMEWMA,9,0.1,2000,28.23059375,1999.6464646465
ssMEWMA,9,0.2,100,20.1361875,99.9259
ssMEWMA,9,0.2,200,22.4164375,200.0096
ssMEWMA,9,0.2,500,25.17675,500.4487
ssMEWMA,9,0.2,1000,27.1765,1000.2718
ssMEWMA,9,0.2,2000,29.1103125,2000.776
ssMEWMA,9,0.3,100,20.69506586,99.9162
ssMEWMA,9,0.3,200,22.902264915,200.0696
ssMEWMA,9,0.3,500,25.60687235,499.8783
ssMEWMA,9,0.3,1000,27.54705975,1000.3255
ssMEWMA,9,0.3,2000,29.41078886,1998.9269
ssMEWMA,9,0.4,100,20.98407722,100.0141
ssMEWMA,9,0.4,200,23.14880654,200.0044
ssMEWMA,9,0.4,500,25.76701121,499.9121
ssMEWMA,9,0.4,1000,27.72371114,999.5876
ssMEWMA,9,0.4,2000,29.53263317,2000.103210321
ssMEWMA,9,0.5,100,21.16155063,100.0049
ssMEWMA,9,0.5,200,23.30474256,199.9444
ssMEWMA,9,0.5,500,25.86403342,499.8302
ssMEWMA,9,0.5,1000,27.80619486,999.1799
ssMEWMA,9,0.5,2000,29.60005471,1999.0313
ssMEWMA,9,0.6,100,21.25934677,100.0064
ssMEWMA,9,0.6,200,23.36644838,199.9212
ssMEWMA,9,0.6,500,25.92434036,500.3374
ssMEWMA,9,0.6,1000,27.81037956,999.7415
ssMEWMA,9,0.6,2000,29.65326364,1998.3382
ssMEWMA,9,0.7,100,21.289184380000002,100.008
ssMEWMA,9,0.7,200,23.433533375,200.0103
ssMEWMA,9,0.7,500,25.96746327,500.2036
ssMEWMA,9,0.7,1000,27.792905845,1000.6767
ssMEWMA,9,0.7,2000,29.65710371,2000.5502
ssMEWMA,9,0.8,100,21.33026995,99.9504
ssMEWMA,9,0.8,200,23.43118316,199.9079
ssMEWMA,9,0.8,500,25.95464799,500.4976
ssMEWMA,9,0.8,1000,27.832107575,999.8408
ssMEWMA,9,0.8,2000,29.6397628525,2000.5376
ssMEWMA,9,0.9,100,21.32932836,100.04
ssMEWMA,9,0.9,200,23.44075024,200.1846
ssMEWMA,9,0.9,500,25.97167785,499.7443
ssMEWMA,9,0.9,1000,27.83413031,999.1272
ssMEWMA,9,0.9,2000,29.64134634,2001.7553755376
ssMEWMA,9,0.95,100,21.32057426,99.9222
ssMEWMA,9,0.95,200,23.42344232,199.8594
ssMEWMA,9,0.95,500,25.95745771,500.351
ssMEWMA,9,0.95,1000,27.83029367,1000.8625
ssMEWMA,9,0.95,2000,29.634140755,1999.2671
ssMEWMA,10,0.05,100,18.532,100.0676
ssMEWMA,10,0.05,200,21.0871875,200.1795
ssMEWMA,10,0.05,500,24.284875,499.6075
ssMEWMA,10,0.05,1000,26.5103125,999.5111
ssMEWMA,10,0.05,2000,28.716,1998.4438
ssMEWMA,10,0.1,100,20.0975625,100.0066
ssMEWMA,10,0.1,200,22.675,199.9335
ssMEWMA,10,0.1,500,25.7450625,500.0815
ssMEWMA,10,0.1,1000,27.9059375,1000.2048
ssMEWMA,10,0.1,2000,29.9964375,2000.0629
ssMEWMA,10,0.2,100,21.4894375,99.9706
ssMEWMA,10,0.2,200,23.9371875,199.9427
ssMEWMA,10,0.2,500,26.8224375,500.1993
ssMEWMA,10,0.2,1000,28.868125,1000.9686
ssMEWMA,10,0.2,2000,30.855,2000.1128112811
ssMEWMA,10,0.3,100,22.09292356,99.9553
ssMEWMA,10,0.3,200,24.4090625,199.9461
ssMEWMA,10,0.3,500,27.22671396,499.8435
ssMEWMA,10,0.3,1000,29.24758335,1000.8373
ssMEWMA,10,0.3,2000,31.15350514,2001.5115
ssMEWMA,10,0.4,100,22.37057239,99.9521
ssMEWMA,10,0.4,200,24.655625,200.1479
ssMEWMA,10,0.4,500,27.413493705,499.7832
ssMEWMA,10,0.4,1000,29.42739984,999.7269
ssMEWMA,10,0.4,2000,31.33181392,1999.0198
ssMEWMA,10,0.5,100,22.61552225,100.0723
ssMEWMA,10,0.5,200,24.79171875,200.0567
ssMEWMA,10,0.5,500,27.5056405,500.1057
ssMEWMA,10,0.5,1000,29.49792389,999.2248
ssMEWMA,10,0.5,2000,31.40199022,1999.7578515703
ssMEWMA,10,0.6,100,22.75884182,100.05
ssMEWMA,10,0.6,200,24.9303125,199.9356
ssMEWMA,10,0.6,500,27.57950117,500.3661
ssMEWMA,10,0.6,1000,29.53933943,999.2511
ssMEWMA,10,0.6,2000,31.46552847,1999.495249525
ssMEWMA,10,0.7,100,22.83309446,99.9784
ssMEWMA,10,0.7,200,24.970078125,200.064
ssMEWMA,10,0.7,500,27.60524579,500.0781
ssMEWMA,10,0.7,1000,29.55975306,999.7603
ssMEWMA,10,0.7,2000,31.4532225,2001.1565
ssMEWMA,10,0.8,100,22.86047211,99.9034
ssMEWMA,10,0.8,200,25.0059375,199.9758
ssMEWMA,10,0.8,500,27.63880292,500.1309
ssMEWMA,10,0.8,1000,29.56063545,999.5645
ssMEWMA,10,0.8,2000,31.45263528,1999.3233
ssMEWMA,10,0.9,100,22.87872388,100.0161
ssMEWMA,10,0.9,200,25.0025,200.0893
ssMEWMA,10,0.9,500,27.65726809,500.0595
ssMEWMA,10,0.9,1000,29.58856746,1000.496
ssMEWMA,10,0.9,2000,31.43922297,2001.01
ssMEWMA,10,0.95,100,22.87222476,99.9679
ssMEWMA,10,0.95,200,25.0046875,200.1134
ssMEWMA,10,0.95,500,27.66064129,500.2228
ssMEWMA,10,0.95,1000,29.57714284,999.0355
ssMEWMA,10,0.95,2000,31.44032931,2000.8762
ssMEWMA,15,0.05,100,25.12525,100.0025
ssMEWMA,15,0.05,200,28.22625,199.8408
ssMEWMA,15,0.05,500,31.7698125,500.2747
ssMEWMA,15,0.05,1000,34.371,1000.8076
ssMEWMA,15,0.05,2000,36.7825,1998.0348034803
ssMEWMA,15,0.1,100,26.9889375,99.9894
ssMEWMA,15,0.1,200,29.920625,200.1387
ssMEWMA,15,0.1,500,33.4320625,500.3391
ssMEWMA,15,0.1,1000,35.86,1000.6715
ssMEWMA,15,0.1,2000,38.129,2001.7463238972
ssMEWMA,15,0.2,100,28.551625,99.9883
ssMEWMA,15,0.2,200,31.324375,199.8421
ssMEWMA,15,0.2,500,34.58753125,499.653
ssMEWMA,15,0.2,1000,36.896,999.559
ssMEWMA,15,0.2,2000,39.1329375,2001.6233
ssMEWMA,15,0.3,100,29.21830062,99.976
ssMEWMA,15,0.3,200,31.9009375,199.9687
ssMEWMA,15,0.3,500,35.0939469,500.0605
ssMEWMA,15,0.3,1000,37.31560836,1000.5347
ssMEWMA,15,0.3,2000,39.43080668,1999.0746
ssMEWMA,15,0.4,100,29.51861911,99.9225
ssMEWMA,15,0.4,200,32.23,199.9391
ssMEWMA,15,0.4,500,35.32640901,499.7484
ssMEWMA,15,0.4,1000,37.47554166,1000.6564
ssMEWMA,15,0.4,2000,39.593858085,2001.5319063813
ssMEWMA,15,0.5,100,29.72471018,100.0648
ssMEWMA,15,0.5,200,32.364375,199.9819
ssMEWMA,15,0.5,500,35.4128014,500.4007
ssMEWMA,15,0.5,1000,37.58870731,1000.5981
ssMEWMA,15,0.5,2000,39.663212295,1998.6591
ssMEWMA,15,0.6,100,29.82461936,99.9785
ssMEWMA,15,0.6,200,32.413125,200.0145
ssMEWMA,15,0.6,500,35.45882027,500.1445
ssMEWMA,15,0.6,1000,37.625750625,999.3737
ssMEWMA,15,0.6,2000,39.72042139,1998.2499249925
ssMEWMA,15,0.7,100,29.9423978,99.9956
ssMEWMA,15,0.7,200,32.5,199.9608
ssMEWMA,15,0.7,500,35.492678905,500.1001
ssMEWMA,15,0.7,1000,37.625725855,1000.4314
ssMEWMA,15,0.7,2000,39.688408,2001.198619862
ssMEWMA,15,0.8,100,29.98580125,100.0148
ssMEWMA,15,0.8,200,32.50875,200.0316
ssMEWMA,15,0.8,500,35.52263129,500.273
ssMEWMA,15,0.8,1000,37.61984171,1000.0303
ssMEWMA,15,0.8,2000,39.709128995,1999.1308130813
ssMEWMA,15,0.9,100,30.00952854,100.0547
ssMEWMA,15,0.9,200,32.5409375,199.9464
ssMEWMA,15,0.9,500,35.50093289,499.9599
ssMEWMA,15,0.9,1000,37.645215825,999.2251
ssMEWMA,15,0.9,2000,39.695599235,1999.8097
ssMEWMA,15,0.95,100,30.00576719,99.9981
ssMEWMA,15,0.95,200,32.5296875,200.092
ssMEWMA,15,0.95,500,35.49984931,500.0153
ssMEWMA,15,0.95,1000,37.649113815,999.871
ssMEWMA,15,0.95,2000,39.70641248,1999.7548
ssMEWMA,20,0.05,100,31.31578125,99.9711
ssMEWMA,20,0.05,200,34.871125,200.1331
ssMEWMA,20,0.05,500,38.9138125,500.021
ssMEWMA,20,0.05,1000,41.724,1000.3638
ssMEWMA,20,0.05,2000,44.3595,2000.9571957196
ssMEWMA,20,0.1,100,33.362375,100.0241
ssMEWMA,20,0.1,200,36.8834375,200.0611
ssMEWMA,20,0.1,500,40.696625,499.5993
ssMEWMA,20,0.1,1000,43.35,1000.1096
ssMEWMA,20,0.1,2000,45.856125,1999.9246924692
ssMEWMA,20,0.2,100,35.13809375,99.9331
ssMEWMA,20,0.2,200,38.4379375,200.1771
ssMEWMA,20,0.2,500,42.0156875,499.7521
ssMEWMA,20,0.2,1000,44.493,999.2364
ssMEWMA,20,0.2,2000,46.87875,2000.0754226268
ssMEWMA,20,0.3,100,35.87631426,100.0371
ssMEWMA,20,0.3,200,38.974925,199.9337
ssMEWMA,20,0.3,500,42.47406834,500.2468
ssMEWMA,20,0.3,1000,44.873870315,999.2609
ssMEWMA,20,0.3,2000,47.1752325875,2001.3581
ssMEWMA,20,0.4,100,36.21241532,99.9067
ssMEWMA,20,0.4,200,39.2584125,199.9404
ssMEWMA,20,0.4,500,42.720640865,499.7126
ssMEWMA,20,0.4,1000,45.10117645,1000.8531
ssMEWMA,20,0.4,2000,47.36993656,1998.2855
ssMEWMA,20,0.5,100,36.40723392,99.9334
ssMEWMA,20,0.5,200,39.46485,199.8421
ssMEWMA,20,0.5,500,42.886977085,500.436
ssMEWMA,20,0.5,1000,45.19212917,1000.7584
ssMEWMA,20,0.5,2000,47.449626805,1999.9596
ssMEWMA,20,0.6,100,36.51521062,99.9493
ssMEWMA,20,0.6,200,39.546825,200.1365
ssMEWMA,20,0.6,500,42.923432605,499.7901
ssMEWMA,20,0.6,1000,45.23907983,999.109
ssMEWMA,20,0.6,2000,47.47758597,2000.2343
ssMEWMA,20,0.7,100,36.60941282,99.9498
ssMEWMA,20,0.7,200,39.61125,199.9914
ssMEWMA,20,0.7,500,42.9561463925,500.3042
ssMEWMA,20,0.7,1000,45.231783985,1000.1052
ssMEWMA,20,0.7,2000,47.485873385,2000.5711
ssMEWMA,20,0.8,100,36.66455252,99.9531
ssMEWMA,20,0.8,200,39.675675,200.1623
ssMEWMA,20,0.8,500,42.936125805,499.6228
ssMEWMA,20,0.8,1000,45.288941265,1000.6104
ssMEWMA,20,0.8,2000,47.511738935,1999.4571
ssMEWMA,20,0.9,100,36.67787482,100.059
ssMEWMA,20,0.9,200,39.6151,199.956
ssMEWMA,20,0.9,500,42.97746625,499.595
ssMEWMA,20,0.9,1000,45.29774924,999.5899
ssMEWMA,20,0.9,2000,47.487967,2001.8119
ssMEWMA,20,0.95,100,36.65328597,100.0301
ssMEWMA,20,0.95,200,39.62778125,200.0672
ssMEWMA,20,0.95,500,42.942472405,500.0789
ssMEWMA,20,0.95,1000,45.287504795,1000.5468
ssMEWMA,20,0.95,2000,47.49658885,2001.4894
ssMEWMA,25,0.05,100,37.312675,100.0182
ssMEWMA,25,0.05,200,41.354335,200.1064
ssMEWMA,25,0.05,500,45.75453875,499.6277
ssMEWMA,25,0.05,1000,48.82906125,999.5383
ssMEWMA,25,0.05,2000,51.66343375,2001.285
ssMEWMA,25,0.1,100,39.503659999999996,100.0872
ssMEWMA,25,0.1,200,43.452090625,199.9012
ssMEWMA,25,0.1,500,47.726679375,500.3069
ssMEWMA,25,0.1,1000,50.59060625,999.559
ssMEWMA,25,0.1,2000,53.206581875,1998.8617
ssMEWMA,25,0.2,100,41.31574,99.947
ssMEWMA,25,0.2,200,45.00865875,199.897
ssMEWMA,25,0.2,500,49.0714825,499.733
ssMEWMA,25,0.2,1000,51.8083225,999.6187
ssMEWMA,25,0.2,2000,54.259340625,2000.7009
ssMEWMA,25,0.3,100,42.11425965,100.0728
ssMEWMA,25,0.3,200,45.72018975,200.0456
ssMEWMA,25,0.3,500,49.59476962,499.5234
ssMEWMA,25,0.3,1000,52.205145225,1000.0252
ssMEWMA,25,0.3,2000,54.63880329,2001.3034
ssMEWMA,25,0.4,100,42.57539668,99.9242
ssMEWMA,25,0.4,200,46.03463825,200.0865
ssMEWMA,25,0.4,500,49.8510178,499.8425
ssMEWMA,25,0.4,1000,52.422575895,1000.7327
ssMEWMA,25,0.4,2000,54.7931976,2001.7787
ssMEWMA,25,0.5,100,42.85385663,100.0414
ssMEWMA,25,0.5,200,46.23446075,200.0052
ssMEWMA,25,0.5,500,49.902072985,500.1943
ssMEWMA,25,0.5,1000,52.455022585,1000.7939
ssMEWMA,25,0.5,2000,54.82420877,1998.5732
ssMEWMA,25,0.6,100,42.96386946,100.0846
ssMEWMA,25,0.6,200,46.312517125,199.9432
ssMEWMA,25,0.6,500,49.981470585,499.9197
ssMEWMA,25,0.6,1000,52.48277114,999.9431
ssMEWMA,25,0.6,2000,54.83523301,1998.8818
ssMEWMA,25,0.7,100,43.06371802,99.9091
ssMEWMA,25,0.7,200,46.36619375,199.8812
ssMEWMA,25,0.7,500,50.01710407,500.0175
ssMEWMA,25,0.7,1000,52.523206145,999.4787
ssMEWMA,25,0.7,2000,54.8862421,2000.8644
ssMEWMA,25,0.8,100,43.03856658,99.9984
ssMEWMA,25,0.8,200,46.384714125,199.8967
ssMEWMA,25,0.8,500,50.01172192,500.244
ssMEWMA,25,0.8,1000,52.534344275,999.6863
ssMEWMA,25,0.8,2000,54.91381369,2000.9502
ssMEWMA,25,0.9,100,43.09731978,99.9957
ssMEWMA,25,0.9,200,46.41495325,200.107
ssMEWMA,25,0.9,500,50.0345010075,499.7292
ssMEWMA,25,0.9,1000,52.5310275075,999.7515
ssMEWMA,25,0.9,2000,54.94000725,1999.2788
ssMEWMA,25,0.95,100,43.08372763,100.0586
ssMEWMA,25,0.95,200,46.4330025,199.977
ssMEWMA,25,0.95,500,50.059074145,500.3349
ssMEWMA,25,0.95,1000,52.52790428,1000.7785
ssMEWMA,25,0.95,2000,54.935525905,1998.9361
ssMEWMA,50,0.05,100,64.584276,100.0336
ssMEWMA,50,0.05,200,71.5379137,199.8894
ssMEWMA,50,0.05,500,78.0390529,499.7896
ssMEWMA,50,0.05,1000,81.9770016,1000.9254
ssMEWMA,50,0.05,2000,85.53712355,2002.1158
ssMEWMA,50,0.1,100,67.4807152,100.0522
ssMEWMA,50,0.1,200,74.2877615,200.2467
ssMEWMA,50,0.1,500,80.3997129,499.382
ssMEWMA,50,0.1,1000,84.0604615,999.9996
ssMEWMA,50,0.1,2000,87.4484752,2000.8558
ssMEWMA,50,0.2,100,70.0452028,100.0399
ssMEWMA,50,0.2,200,76.3912668,200.1349
ssMEWMA,50,0.2,500,82.0236149,500.1235
ssMEWMA,50,0.2,1000,85.5913097,999.5039
ssMEWMA,50,0.2,2000,88.79495025,2001.0415
ssMEWMA,50,0.3,100,71.13158427,99.8283
ssMEWMA,50,0.3,200,77.22558462,200.3045
ssMEWMA,50,0.3,500,82.62241582,499.4593
ssMEWMA,50,0.3,1000,86.11726936,1000.8896
ssMEWMA,50,0.3,2000,89.18535564,1999.2305
ssMEWMA,50,0.4,100,71.65073396,99.9132
ssMEWMA,50,0.4,200,77.58811804,200.2192
ssMEWMA,50,0.4,500,82.92519484,500.2632
ssMEWMA,50,0.4,1000,86.34386291,1001.9427
ssMEWMA,50,0.4,2000,89.410982325,1998.8763
ssMEWMA,50,0.5,100,71.95233009,100.0101
ssMEWMA,50,0.5,200,77.90737024,200.1356
ssMEWMA,50,0.5,500,83.08392748,500.4705
ssMEWMA,50,0.5,1000,86.4244635,1000.21
ssMEWMA,50,0.5,2000,89.4539722,2001.159
ssMEWMA,50,0.6,100,72.18717074,99.8252
ssMEWMA,50,0.6,200,77.86513808,200.3791
ssMEWMA,50,0.6,500,83.14282381,500.6706
ssMEWMA,50,0.6,1000,86.46382455,999.2843
ssMEWMA,50,0.6,2000,89.467656145,1999.5201
ssMEWMA,50,0.7,100,72.22054848,100.1523
ssMEWMA,50,0.7,200,77.99636575,200.3695
ssMEWMA,50,0.7,500,83.18688259,499.7397
ssMEWMA,50,0.7,1000,86.45514744,1000.1627
ssMEWMA,50,0.7,2000,89.48230911,2000.1153
ssMEWMA,50,0.8,100,72.28517622,100.0149
ssMEWMA,50,0.8,200,78.05728092,199.8881
ssMEWMA,50,0.8,500,83.23094137,499.2468
ssMEWMA,50,0.8,1000,86.44647033,1000.4787
ssMEWMA,50,0.8,2000,89.5145402,2001.5377
