Method,Dimension,Lambda,ARL,h
ssDMEWMA,10,0.95,100,22.99722476
ssDMEWMA,10,0.95,200,25.2
ssDMEWMA,10,0.95,500,28.18798504
ssDMEWMA,10,0.95,1000,30.27245534
ssDMEWMA,10,0.95,2000,32.31923556
ssDMEWMA,15,0.05,100,25.844
ssDMEWMA,15,0.05,200,27.82
ssDMEWMA,15,0.05,500,31.887
ssDMEWMA,15,0.05,1000,34.351
ssDMEWMA,15,0.05,2000,36.72
ssDMEWMA,15,0.1,100,27.653
ssDMEWMA,15,0.1,200,30.03
ssDMEWMA,15,0.1,500,33.518
ssDMEWMA,15,0.1,1000,35.86
ssDMEWMA,15,0.1,2000,38.109
ssDMEWMA,15,0.2,100,29.161
ssDMEWMA,15,0.2,200,31.59
ssDMEWMA,15,0.2,500,34.693
ssDMEWMA,15,0.2,1000,36.911
ssDMEWMA,15,0.2,2000,39.047
ssDMEWMA,15,0.3,100,29.20830062
ssDMEWMA,15,0.3,200,32.19
ssDMEWMA,15,0.3,500,35.80097815
ssDMEWMA,15,0.3,1000,38.44842086
ssDMEWMA,15,0.3,2000,41.04799418
ssDMEWMA,15,0.4,100,29.52861911
ssDMEWMA,15,0.4,200,32.48
ssDMEWMA,15,0.4,500,36.19359651
ssDMEWMA,15,0.4,1000,38.87007291
ssDMEWMA,15,0.4,2000,41.49815496
ssDMEWMA,15,0.5,100,29.69471018
ssDMEWMA,15,0.5,200,32.63
ssDMEWMA,15,0.5,500,36.3971764
ssDMEWMA,15,0.5,1000,39.08870731
ssDMEWMA,15,0.5,2000,41.73157167
ssDMEWMA,15,0.6,100,29.78961936
ssDMEWMA,15,0.6,200,32.71
ssDMEWMA,15,0.6,500,36.51350777
ssDMEWMA,15,0.6,1000,39.21364125
ssDMEWMA,15,0.6,2000,41.86495264
ssDMEWMA,15,0.7,100,29.8252103
ssDMEWMA,15,0.7,200,32.75
ssDMEWMA,15,0.7,500,36.55713203
ssDMEWMA,15,0.7,1000,39.26049148
ssDMEWMA,15,0.7,2000,41.9149705
ssDMEWMA,15,0.8,100,29.86080125
ssDMEWMA,15,0.8,200,32.79
ssDMEWMA,15,0.8,500,36.60075629
ssDMEWMA,15,0.8,1000,39.30734171
ssDMEWMA,15,0.8,2000,41.96498837
ssDMEWMA,15,0.9,100,29.88452854
ssDMEWMA,15,0.9,200,32.83
ssDMEWMA,15,0.9,500,36.62983914
ssDMEWMA,15,0.9,1000,39.3385752
ssDMEWMA,15,0.9,2000,41.99833361
ssDMEWMA,15,0.95,100,29.89639219
ssDMEWMA,15,0.95,200,32.85
ssDMEWMA,15,0.95,500,36.64438056
ssDMEWMA,15,0.95,1000,39.35419194
ssDMEWMA,15,0.95,2000,42.01500623
ssDMEWMA,20,0.05,100,32.39
ssDMEWMA,20,0.05,200,35.293
ssDMEWMA,20,0.05,500,39.031
ssDMEWMA,20,0.05,1000,41.724
ssDMEWMA,20,0.05,2000,44.297
ssDMEWMA,20,0.1,100,34.378
ssDMEWMA,20,0.1,200,37.235
ssDMEWMA,20,0.1,500,40.806
ssDMEWMA,20,0.1,1000,43.36
ssDMEWMA,20,0.1,2000,45.778
ssDMEWMA,20,0.2,100,36.017
ssDMEWMA,20,0.2,200,38.727
ssDMEWMA,20,0.2,500,42.086
ssDMEWMA,20,0.2,1000,44.483
ssDMEWMA,20,0.2,2000,46.785
ssDMEWMA,20,0.3,100,35.63412676
ssDMEWMA,20,0.3,200,39.2718
ssDMEWMA,20,0.3,500,43.67719334
ssDMEWMA,20,0.3,1000,46.90707344
ssDMEWMA,20,0.3,2000,50.0785529
ssDMEWMA,20,0.4,100,36.02491532
ssDMEWMA,20,0.4,200,39.6256
ssDMEWMA,20,0.4,500,44.15618774
ssDMEWMA,20,0.4,1000,47.42148895
ssDMEWMA,20,0.4,2000,50.62774906
ssDMEWMA,20,0.5,100,36.22754642
ssDMEWMA,20,0.5,200,39.8086
ssDMEWMA,20,0.5,500,44.40455521
ssDMEWMA,20,0.5,1000,47.68822292
ssDMEWMA,20,0.5,2000,50.91251743
ssDMEWMA,20,0.6,100,36.34333562
ssDMEWMA,20,0.6,200,39.9062
ssDMEWMA,20,0.6,500,44.54647948
ssDMEWMA,20,0.6,1000,47.84064233
ssDMEWMA,20,0.6,2000,51.07524222
ssDMEWMA,20,0.7,100,36.38675657
ssDMEWMA,20,0.7,200,39.955
ssDMEWMA,20,0.7,500,44.59970108
ssDMEWMA,20,0.7,1000,47.89779961
ssDMEWMA,20,0.7,2000,51.13626401
ssDMEWMA,20,0.8,100,36.43017752
ssDMEWMA,20,0.8,200,40.0038
ssDMEWMA,20,0.8,500,44.65292268
ssDMEWMA,20,0.8,1000,47.95495689
ssDMEWMA,20,0.8,2000,51.19728581
ssDMEWMA,20,0.9,100,36.45912482
ssDMEWMA,20,0.9,200,40.0526
ssDMEWMA,20,0.9,500,44.68840375
ssDMEWMA,20,0.9,1000,47.99306174
ssDMEWMA,20,0.9,2000,51.237967
ssDMEWMA,20,0.95,100,36.47359847
ssDMEWMA,20,0.95,200,40.077
ssDMEWMA,20,0.95,500,44.70614428
ssDMEWMA,20,0.95,1000,48.01211417
ssDMEWMA,20,0.95,2000,51.2583076
ssDMEWMA,25,0.05,100,39.5158
ssDMEWMA,25,0.05,200,43.05746
ssDMEWMA,25,0.05,500,47.61782
ssDMEWMA,25,0.05,1000,50.90328
ssDMEWMA,25,0.05,2000,54.04234
ssDMEWMA,25,0.1,100,41.94116
ssDMEWMA,25,0.1,200,45.4267
ssDMEWMA,25,0.1,500,49.78332
ssDMEWMA,25,0.1,1000,52.8992
ssDMEWMA,25,0.1,2000,55.84916
ssDMEWMA,25,0.2,100,43.94074
ssDMEWMA,25,0.2,200,47.24694
ssDMEWMA,25,0.2,500,51.34492
ssDMEWMA,25,0.2,1000,54.26926
ssDMEWMA,25,0.2,2000,57.0777
ssDMEWMA,25,0.3,100,43.47363465
ssDMEWMA,25,0.3,200,47.911596
ssDMEWMA,25,0.3,500,53.28617587
ssDMEWMA,25,0.3,1000,57.2266296
ssDMEWMA,25,0.3,2000,61.09583454
ssDMEWMA,25,0.4,100,43.95039668
ssDMEWMA,25,0.4,200,48.343232
ssDMEWMA,25,0.4,500,53.87054905
ssDMEWMA,25,0.4,1000,57.85421652
ssDMEWMA,25,0.4,2000,61.76585385
ssDMEWMA,25,0.5,100,44.19760663
ssDMEWMA,25,0.5,200,48.566492
ssDMEWMA,25,0.5,500,54.17355736
ssDMEWMA,25,0.5,1000,58.17963196
ssDMEWMA,25,0.5,2000,62.11327127
ssDMEWMA,25,0.6,100,44.33886946
ssDMEWMA,25,0.6,200,48.685564
ssDMEWMA,25,0.6,500,54.34670496
ssDMEWMA,25,0.6,1000,58.36558364
ssDMEWMA,25,0.6,2000,62.31179551
ssDMEWMA,25,0.7,100,44.39184302
ssDMEWMA,25,0.7,200,48.7451
ssDMEWMA,25,0.7,500,54.41163532
ssDMEWMA,25,0.7,1000,58.43531552
ssDMEWMA,25,0.7,2000,62.3862421
ssDMEWMA,25,0.8,100,44.44481658
ssDMEWMA,25,0.8,200,48.804636
ssDMEWMA,25,0.8,500,54.47656567
ssDMEWMA,25,0.8,1000,58.5050474
ssDMEWMA,25,0.8,2000,62.46068869
ssDMEWMA,25,0.9,100,44.48013228
ssDMEWMA,25,0.9,200,48.864172
ssDMEWMA,25,0.9,500,54.51985257
ssDMEWMA,25,0.9,1000,58.55153532
ssDMEWMA,25,0.9,2000,62.51031975
ssDMEWMA,25,0.95,100,44.49779013
ssDMEWMA,25,0.95,200,48.89394
ssDMEWMA,25,0.95,500,54.54149602
ssDMEWMA,25,0.95,1000,58.57477928
ssDMEWMA,25,0.95,2000,62.53513528
ssDMEWMA,50,0.05,100,48.209276
ssDMEWMA,50,0.05,200,52.5301012
ssDMEWMA,50,0.05,500,58.0937404
ssDMEWMA,50,0.05,1000,62.1020016
ssDMEWMA,50,0.05,2000,65.9316548
ssDMEWMA,50,0.1,100,51.1682152
ssDMEWMA,50,0.1,200,55.420574
ssDMEWMA,50,0.1,500,60.7356504
ssDMEWMA,50,0.1,1000,64.537024
ssDMEWMA,50,0.1,2000,68.1359752
ssDMEWMA,50,0.2,100,53.6077028
ssDMEWMA,50,0.2,200,57.6412668
ssDMEWMA,50,0.2,500,62.6408024
ssDMEWMA,50,0.2,1000,66.2084972
ssDMEWMA,50,0.2,2000,69.634794
ssDMEWMA,50,0.3,100,53.03783427
ssDMEWMA,50,0.3,200,58.45214712
ssDMEWMA,50,0.3,500,65.00913457
ssDMEWMA,50,0.3,1000,69.81648811
ssDMEWMA,50,0.3,2000,74.53691814
ssDMEWMA,50,0.4,100,53.61948396
ssDMEWMA,50,0.4,200,58.97874304
ssDMEWMA,50,0.4,500,65.72206984
ssDMEWMA,50,0.4,1000,70.58214416
ssDMEWMA,50,0.4,2000,75.3543417
ssDMEWMA,50,0.5,100,53.92108009
ssDMEWMA,50,0.5,200,59.25112024
ssDMEWMA,50,0.5,500,66.09173998
ssDMEWMA,50,0.5,1000,70.979151
ssDMEWMA,50,0.5,2000,75.77819095
ssDMEWMA,50,0.6,100,54.09342074
ssDMEWMA,50,0.6,200,59.39638808
ssDMEWMA,50,0.6,500,66.30298006
ssDMEWMA,50,0.6,1000,71.20601205
ssDMEWMA,50,0.6,2000,76.02039052
ssDMEWMA,50,0.7,100,54.15804848
ssDMEWMA,50,0.7,200,59.469022
ssDMEWMA,50,0.7,500,66.38219509
ssDMEWMA,50,0.7,1000,71.29108494
ssDMEWMA,50,0.7,2000,76.11121536
ssDMEWMA,50,0.8,100,54.22267622
ssDMEWMA,50,0.8,200,59.54165592
ssDMEWMA,50,0.8,500,66.46141012
ssDMEWMA,50,0.8,1000,71.37615783
ssDMEWMA,50,0.8,2000,76.2020402
ssDMEWMA,50,0.9,100,54.26576138
ssDMEWMA,50,0.9,200,59.61428984
ssDMEWMA,50,0.9,500,66.51422014
ssDMEWMA,50,0.9,1000,71.43287309
ssDMEWMA,50,0.9,2000,76.26259009
ssDMEWMA,50,0.95,100,54.28730396
ssDMEWMA,50,0.95,200,59.6506068
ssDMEWMA,50,0.95,500,66.54062515
ssDMEWMA,50,0.95,1000,71.46123073
ssDMEWMA,50,0.95,2000,76.29286504
ssMEWMC,2,0.05,100,0.182
ssMEWMC,2,0.05,200,0.232
ssMEWMC,2,0.05,500,0.295
ssMEWMC,2,0.05,1000,0.342
ssMEWMC,2,0.05,2000,0.388
ssMEWMC,2,0.1,100,0.446
ssMEWMC,2,0.1,200,0.542
ssMEWMC,2,0.1,500,0.669
ssMEWMC,2,0.1,1000,0.765
ssMEWMC,2,0.1,2000,0.863
ssMEWMC,2,0.2,100,1.051
ssMEWMC,2,0.2,200,1.247
ssMEWMC,2,0.2,500,1.515
ssMEWMC,2,0.2,1000,1.724
ssMEWMC,2,0.2,2000,1.939
ssMEWMC,2,0.3,100,1.732
ssMEWMC,2,0.3,200,2.037
ssMEWMC,2,0.3,500,2.461
ssMEWMC,2,0.3,1000,2.794
ssMEWMC,2,0.3,2000,3.134
ssMEWMC,2,0.4,100,2.854256898
ssMEWMC,2,0.4,200,3.327481155
ssMEWMC,2,0.4,500,3.99770363
ssMEWMC,2,0.4,1000,4.528095128
ssMEWMC,2,0.4,2000,5.065474987
ssMEWMC,2,0.5,100,4.583117938
ssMEWMC,2,0.5,200,5.31762984
ssMEWMC,2,0.5,500,6.358252156
ssMEWMC,2,0.5,1000,7.167329721
ssMEWMC,2,0.5,2000,7.979334018
ssMEWMC,2,0.6,100,7.184589719
ssMEWMC,2,0.6,200,8.295513107
ssMEWMC,2,0.6,500,9.870445428
ssMEWMC,2,0.6,1000,11.07183951
ssMEWMC,2,0.6,2000,12.26540444
ssMEWMC,2,0.7,100,10.98903008
ssMEWMC,2,0.7,200,12.62501869
ssMEWMC,2,0.7,500,14.94672455
ssMEWMC,2,0.7,1000,16.68163336
ssMEWMC,2,0.7,2000,18.38650012
ssMEWMC,2,0.8,100,16.38942609
ssMEWMC,2,0.8,200,18.73321295
ssMEWMC,2,0.8,500,22.06432663
ssMEWMC,2,0.8,1000,24.49830617
ssMEWMC,2,0.8,2000,26.86196052
ssMEWMC,2,0.9,100,23.81944976
ssMEWMC,2,0.9,200,27.08305524
ssMEWMC,2,0.9,500,31.73082837
ssMEWMC,2,0.9,1000,35.04450643
ssMEWMC,2,0.9,2000,38.22103431
ssMEWMC,2,0.95,100,33.71047267
ssMEWMC,2,0.95,200,38.12295667
ssMEWMC,2,0.95,500,44.4235653
ssMEWMC,2,0.95,1000,48.7957692
ssMEWMC,2,0.95,2000,52.92756012
ssMEWMC,3,0.05,100,0.301
ssMEWMC,3,0.05,200,0.364
ssMEWMC,3,0.05,500,0.441
ssMEWMC,3,0.05,1000,0.496
ssMEWMC,3,0.05,2000,0.549
ssMEWMC,3,0.1,100,0.712
ssMEWMC,3,0.1,200,0.831
ssMEWMC,3,0.1,500,0.981
ssMEWMC,3,0.1,1000,1.093
ssMEWMC,3,0.1,2000,1.203
ssMEWMC,3,0.2,100,1.646
ssMEWMC,3,0.2,200,1.884
ssMEWMC,3,0.2,500,2.195
ssMEWMC,3,0.2,1000,2.43
ssMEWMC,3,0.2,2000,2.666
ssMEWMC,3,0.3,100,2.701
ssMEWMC,3,0.3,200,3.066
ssMEWMC,3,0.3,500,3.55
ssMEWMC,3,0.3,1000,3.919
ssMEWMC,3,0.3,2000,4.288
ssMEWMC,3,0.4,100,4.19575764
ssMEWMC,3,0.4,200,4.891397298
ssMEWMC,3,0.4,500,5.876624337
ssMEWMC,3,0.4,1000,6.656299838
ssMEWMC,3,0.4,2000,7.446248231
ssMEWMC,3,0.5,100,6.737183369
ssMEWMC,3,0.5,200,7.816915865
ssMEWMC,3,0.5,500,9.346630669
ssMEWMC,3,0.5,1000,10.53597469
ssMEWMC,3,0.5,2000,11.72962101
ssMEWMC,3,0.6,100,10.56134689
ssMEWMC,3,0.6,200,12.19440427
ssMEWMC,3,0.6,500,14.50955478
ssMEWMC,3,0.6,1000,16.27560408
ssMEWMC,3,0.6,2000,18.03014452
ssMEWMC,3,0.7,100,16.15387421
ssMEWMC,3,0.7,200,18.55877748
ssMEWMC,3,0.7,500,21.97168509
ssMEWMC,3,0.7,1000,24.52200103
ssMEWMC,3,0.7,2000,27.02815517
ssMEWMC,3,0.8,100,24.09245635
ssMEWMC,3,0.8,200,27.53782303
ssMEWMC,3,0.8,500,32.43456015
ssMEWMC,3,0.8,1000,36.01251006
ssMEWMC,3,0.8,2000,39.48708196
ssMEWMC,3,0.9,100,35.01459114
ssMEWMC,3,0.9,200,39.8120912
ssMEWMC,3,0.9,500,46.6443177
ssMEWMC,3,0.9,1000,51.51542446
ssMEWMC,3,0.9,2000,56.18492043
ssMEWMC,3,0.95,100,49.55439483
ssMEWMC,3,0.95,200,56.04074631
ssMEWMC,3,0.95,500,65.30264099
ssMEWMC,3,0.95,1000,71.72978072
ssMEWMC,3,0.95,2000,77.80351337
ssMEWMC,4,0.05,100,0.444
ssMEWMC,4,0.05,200,0.521
ssMEWMC,4,0.05,500,0.611
ssMEWMC,4,0.05,1000,0.673
ssMEWMC,4,0.05,2000,0.733
ssMEWMC,4,0.1,100,1.028
ssMEWMC,4,0.1,200,1.169
ssMEWMC,4,0.1,500,1.342
ssMEWMC,4,0.1,1000,1.467
ssMEWMC,4,0.1,2000,1.588
ssMEWMC,4,0.2,100,2.347
ssMEWMC,4,0.2,200,2.623
ssMEWMC,4,0.2,500,2.972
ssMEWMC,4,0.2,1000,3.231
ssMEWMC,4,0.2,2000,3.487
ssMEWMC,4,0.3,100,3.839
ssMEWMC,4,0.3,200,4.256
ssMEWMC,4,0.3,500,4.793
ssMEWMC,4,0.3,1000,5.194
ssMEWMC,4,0.3,2000,5.592
ssMEWMC,4,0.4,100,6.167763731
ssMEWMC,4,0.4,200,7.190354027
ssMEWMC,4,0.4,500,8.638637775
ssMEWMC,4,0.4,1000,9.784760761
ssMEWMC,4,0.4,2000,10.9459849
ssMEWMC,4,0.5,100,9.903659552
ssMEWMC,4,0.5,200,11.49086632
ssMEWMC,4,0.5,500,13.73954708
ssMEWMC,4,0.5,1000,15.48788279
ssMEWMC,4,0.5,2000,17.24254288
ssMEWMC,4,0.6,100,15.52517992
ssMEWMC,4,0.6,200,17.92577427
ssMEWMC,4,0.6,500,21.32904553
ssMEWMC,4,0.6,1000,23.925138
ssMEWMC,4,0.6,2000,26.50431245
ssMEWMC,4,0.7,100,23.74619509
ssMEWMC,4,0.7,200,27.2814029
ssMEWMC,4,0.7,500,32.29837708
ssMEWMC,4,0.7,1000,36.04734152
ssMEWMC,4,0.7,2000,39.7313881
ssMEWMC,4,0.8,100,35.41591084
ssMEWMC,4,0.8,200,40.48059986
ssMEWMC,4,0.8,500,47.67880342
ssMEWMC,4,0.8,1000,52.93838979
ssMEWMC,4,0.8,2000,58.04601048
ssMEWMC,4,0.9,100,51.47144898
ssMEWMC,4,0.9,200,58.52377406
ssMEWMC,4,0.9,500,68.56714702
ssMEWMC,4,0.9,1000,75.72767395
ssMEWMC,4,0.9,2000,82.59183304
ssMEWMC,4,0.95,100,72.8449604
ssMEWMC,4,0.95,200,82.37989707
ssMEWMC,4,0.95,500,95.99488226
ssMEWMC,4,0.95,1000,105.4427777
ssMEWMC,4,0.95,2000,114.3711647
ssMEWMC,5,0.05,100,0.612
ssMEWMC,5,0.05,200,0.702
ssMEWMC,5,0.05,500,0.805
ssMEWMC,5,0.05,1000,0.876
ssMEWMC,5,0.05,2000,0.942
ssMEWMC,5,0.1,100,1.396
ssMEWMC,5,0.1,200,1.559
ssMEWMC,5,0.1,500,1.754
ssMEWMC,5,0.1,1000,1.891
ssMEWMC,5,0.1,2000,2.025
ssMEWMC,5,0.2,100,3.163
ssMEWMC,5,0.2,200,3.474
ssMEWMC,5,0.2,500,3.861
ssMEWMC,5,0.2,1000,4.143
ssMEWMC,5,0.2,2000,4.419
ssMEWMC,5,0.3,100,5.166
ssMEWMC,5,0.3,200,5.631
ssMEWMC,5,0.3,500,6.219
ssMEWMC,5,0.3,1000,6.652
ssMEWMC,5,0.3,2000,7.078
ssMEWMC,5,0.4,100,9.066612685
ssMEWMC,5,0.4,200,10.56982042
ssMEWMC,5,0.4,500,12.69879753
ssMEWMC,5,0.4,1000,14.38359832
ssMEWMC,5,0.4,2000,16.0905978
ssMEWMC,5,0.5,100,14.55837954
ssMEWMC,5,0.5,200,16.89157349
ssMEWMC,5,0.5,500,20.19713421
ssMEWMC,5,0.5,1000,22.76718771
ssMEWMC,5,0.5,2000,25.34653803
ssMEWMC,5,0.6,100,22.82201449
ssMEWMC,5,0.6,200,26.35088818
ssMEWMC,5,0.6,500,31.35369692
ssMEWMC,5,0.6,1000,35.16995286
ssMEWMC,5,0.6,2000,38.9613393
ssMEWMC,5,0.7,100,34.90690678
ssMEWMC,5,0.7,200,40.10366226
ssMEWMC,5,0.7,500,47.4786143
ssMEWMC,5,0.7,1000,52.98959204
ssMEWMC,5,0.7,2000,58.40514051
ssMEWMC,5,0.8,100,52.06138893
ssMEWMC,5,0.8,200,59.5064818
ssMEWMC,5,0.8,500,70.08784103
ssMEWMC,5,0.8,1000,77.819433
ssMEWMC,5,0.8,2000,85.3276354
ssMEWMC,5,0.9,100,75.66303
ssMEWMC,5,0.9,200,86.02994787
ssMEWMC,5,0.9,500,100.7937061
ssMEWMC,5,0.9,1000,111.3196807
ssMEWMC,5,0.9,2000,121.4099946
ssMEWMC,5,0.95,100,107.0820918
ssMEWMC,5,0.95,200,121.0984487
ssMEWMC,5,0.95,500,141.1124769
ssMEWMC,5,0.95,1000,155.0008832
ssMEWMC,5,0.95,2000,168.125612
ssMEWMC,6,0.05,100,0.7956
ssMEWMC,6,0.05,200,0.9126
ssMEWMC,6,0.05,500,1.0465
ssMEWMC,6,0.05,1000,1.1388
ssMEWMC,6,0.05,2000,1.2246
ssMEWMC,6,0.1,100,1.8148
ssMEWMC,6,0.1,200,2.0267
ssMEWMC,6,0.1,500,2.2802
ssMEWMC,6,0.1,1000,2.4583
ssMEWMC,6,0.1,2000,2.6325
ssMEWMC,6,0.2,100,4.1119
ssMEWMC,6,0.2,200,4.5162
ssMEWMC,6,0.2,500,5.0193
ssMEWMC,6,0.2,1000,5.3859
ssMEWMC,6,0.2,2000,5.7447
ssMEWMC,6,0.3,100,6.7158
ssMEWMC,6,0.3,200,7.3203
ssMEWMC,6,0.3,500,8.0847
ssMEWMC,6,0.3,1000,8.6476
ssMEWMC,6,0.3,2000,9.2014
ssMEWMC,6,0.4,100,11.78659649
ssMEWMC,6,0.4,200,13.74076655
ssMEWMC,6,0.4,500,16.50843679
ssMEWMC,6,0.4,1000,18.69867781
ssMEWMC,6,0.4,2000,20.91777714
ssMEWMC,6,0.5,100,18.9258934
ssMEWMC,6,0.5,200,21.95904554
ssMEWMC,6,0.5,500,26.25627448
ssMEWMC,6,0.5,1000,29.59734402
ssMEWMC,6,0.5,2000,32.95049944
ssMEWMC,6,0.6,100,29.66861884
ssMEWMC,6,0.6,200,34.25615464
ssMEWMC,6,0.6,500,40.759806
ssMEWMC,6,0.6,1000,45.72093872
ssMEWMC,6,0.6,2000,50.64974109
ssMEWMC,6,0.7,100,45.37897882
ssMEWMC,6,0.7,200,52.13476093
ssMEWMC,6,0.7,500,61.72219859
ssMEWMC,6,0.7,1000,68.88646965
ssMEWMC,6,0.7,2000,75.92668266
ssMEWMC,6,0.8,100,67.67980561
ssMEWMC,6,0.8,200,77.35842634
ssMEWMC,6,0.8,500,91.11419334
ssMEWMC,6,0.8,1000,101.1652629
ssMEWMC,6,0.8,2000,110.925926
ssMEWMC,6,0.9,100,98.361939
ssMEWMC,6,0.9,200,111.8389322
ssMEWMC,6,0.9,500,131.031818
ssMEWMC,6,0.9,1000,144.7155849
ssMEWMC,6,0.9,2000,157.8329929
ssMEWMC,6,0.95,100,139.2067193
ssMEWMC,6,0.95,200,157.4279833
ssMEWMC,6,0.95,500,183.44622
ssMEWMC,6,0.95,1000,201.5011481
ssMEWMC,6,0.95,2000,218.5632957
ssMEWMC,7,0.05,100,1.03428
ssMEWMC,7,0.05,200,1.18638
ssMEWMC,7,0.05,500,1.36045
ssMEWMC,7,0.05,1000,1.48044
ssMEWMC,7,0.05,2000,1.59198
ssMEWMC,7,0.1,100,2.35924
ssMEWMC,7,0.1,200,2.63471
ssMEWMC,7,0.1,500,2.96426
ssMEWMC,7,0.1,1000,3.19579
ssMEWMC,7,0.1,2000,3.42225
ssMEWMC,7,0.2,100,5.34547
ssMEWMC,7,0.2,200,5.87106
ssMEWMC,7,0.2,500,6.52509
ssMEWMC,7,0.2,1000,7.00167
ssMEWMC,7,0.2,2000,7.46811
ssMEWMC,7,0.3,100,8.73054
ssMEWMC,7,0.3,200,9.51639
ssMEWMC,7,0.3,500,10.51011
ssMEWMC,7,0.3,1000,11.24188
ssMEWMC,7,0.3,2000,11.96182
ssMEWMC,7,0.4,100,15.32257544
ssMEWMC,7,0.4,200,17.86299651
ssMEWMC,7,0.4,500,21.46096782
ssMEWMC,7,0.4,1000,24.30828116
ssMEWMC,7,0.4,2000,27.19311029
ssMEWMC,7,0.5,100,24.60366143
ssMEWMC,7,0.5,200,28.5467592
ssMEWMC,7,0.5,500,34.13315682
ssMEWMC,7,0.5,1000,38.47654723
ssMEWMC,7,0.5,2000,42.83564927
ssMEWMC,7,0.6,100,38.56920449
ssMEWMC,7,0.6,200,44.53300103
ssMEWMC,7,0.6,500,52.9877478
ssMEWMC,7,0.6,1000,59.43722033
ssMEWMC,7,0.6,2000,65.84466342
ssMEWMC,7,0.7,100,58.99267246
ssMEWMC,7,0.7,200,67.77518921
ssMEWMC,7,0.7,500,80.23885817
ssMEWMC,7,0.7,1000,89.55241054
ssMEWMC,7,0.7,2000,98.70468746
ssMEWMC,7,0.8,100,87.9837473
ssMEWMC,7,0.8,200,100.5659542
ssMEWMC,7,0.8,500,118.4484513
ssMEWMC,7,0.8,1000,131.5148418
ssMEWMC,7,0.8,2000,144.2037038
ssMEWMC,7,0.9,100,127.8705207
ssMEWMC,7,0.9,200,145.3906119
ssMEWMC,7,0.9,500,170.3413633
ssMEWMC,7,0.9,1000,188.1302604
ssMEWMC,7,0.9,2000,205.1828908
ssMEWMC,7,0.95,100,180.9687351
ssMEWMC,7,0.95,200,204.6563783
ssMEWMC,7,0.95,500,238.480086
ssMEWMC,7,0.95,1000,261.9514926
ssMEWMC,7,0.95,2000,284.1322843
ssMEWMC,8,0.05,100,1.344564
ssMEWMC,8,0.05,200,1.542294
ssMEWMC,8,0.05,500,1.768585
ssMEWMC,8,0.05,1000,1.924572
ssMEWMC,8,0.05,2000,2.069574
ssMEWMC,8,0.1,100,3.067012
ssMEWMC,8,0.1,200,3.425123
ssMEWMC,8,0.1,500,3.853538
ssMEWMC,8,0.1,1000,4.154527
ssMEWMC,8,0.1,2000,4.448925
ssMEWMC,8,0.2,100,6.949111
ssMEWMC,8,0.2,200,7.632378
ssMEWMC,8,0.2,500,8.482617
ssMEWMC,8,0.2,1000,9.102171
ssMEWMC,8,0.2,2000,9.708543
ssMEWMC,8,0.3,100,11.349702
ssMEWMC,8,0.3,200,12.371307
ssMEWMC,8,0.3,500,13.663143
ssMEWMC,8,0.3,1000,14.614444
ssMEWMC,8,0.3,2000,15.550366
ssMEWMC,8,0.4,100,19.91934807
ssMEWMC,8,0.4,200,23.22189546
ssMEWMC,8,0.4,500,27.89925817
ssMEWMC,8,0.4,1000,31.60076551
ssMEWMC,8,0.4,2000,35.35104337
ssMEWMC,8,0.5,100,31.98475985
ssMEWMC,8,0.5,200,37.11078696
ssMEWMC,8,0.5,500,44.37310386
ssMEWMC,8,0.5,1000,50.0195114
ssMEWMC,8,0.5,2000,55.68634405
ssMEWMC,8,0.6,100,50.13996583
ssMEWMC,8,0.6,200,57.89290134
ssMEWMC,8,0.6,500,68.88407214
ssMEWMC,8,0.6,1000,77.26838643
ssMEWMC,8,0.6,2000,85.59806244
ssMEWMC,8,0.7,100,76.6904742
ssMEWMC,8,0.7,200,88.10774598
ssMEWMC,8,0.7,500,104.3105156
ssMEWMC,8,0.7,1000,116.4181337
ssMEWMC,8,0.7,2000,128.3160937
ssMEWMC,8,0.8,100,114.3788715
ssMEWMC,8,0.8,200,130.7357405
ssMEWMC,8,0.8,500,153.9829867
ssMEWMC,8,0.8,1000,170.9692943
ssMEWMC,8,0.8,2000,187.464815
ssMEWMC,8,0.9,100,166.2316769
ssMEWMC,8,0.9,200,189.0077955
ssMEWMC,8,0.9,500,221.4437723
ssMEWMC,8,0.9,1000,244.5693385
ssMEWMC,8,0.9,2000,266.7377581
ssMEWMC,8,0.95,100,235.2593557
ssMEWMC,8,0.95,200,266.0532918
ssMEWMC,8,0.95,500,310.0241118
ssMEWMC,8,0.95,1000,340.5369403
ssMEWMC,8,0.95,2000,369.3719697
ssMEWMC,9,0.05,100,1.7479332
ssMEWMC,9,0.05,200,2.0049822
ssMEWMC,9,0.05,500,2.2991605
ssMEWMC,9,0.05,1000,2.5019436
ssMEWMC,9,0.05,2000,2.6904462
ssMEWMC,9,0.1,100,3.9871156
ssMEWMC,9,0.1,200,4.4526599
ssMEWMC,9,0.1,500,5.0095994
ssMEWMC,9,0.1,1000,5.4008851
ssMEWMC,9,0.1,2000,5.7836025
ssMEWMC,9,0.2,100,9.0338443
ssMEWMC,9,0.2,200,9.9220914
ssMEWMC,9,0.2,500,11.0274021
ssMEWMC,9,0.2,1000,11.8328223
ssMEWMC,9,0.2,2000,12.6211059
ssMEWMC,9,0.3,100,14.7546126
ssMEWMC,9,0.3,200,16.0826991
ssMEWMC,9,0.3,500,17.7620859
ssMEWMC,9,0.3,1000,18.9987772
